d,n,p,loss_trend,CV_probability
30,350,380,0.00015316693423393627,0.9500000000000003
30,360,380,0.00013961481570139907,0.9000000000000002
30,370,380,0.0006307651362777319,0.7000000000000001
30,380,380,0.0023006364941367077,0.35
30,390,380,0.0030252585165632382,0.35
30,400,380,0.005549761235523138,0.15000000000000002
30,410,380,0.012562542224933715,0.05
30,420,380,0.015313330813211602,0.0
30,430,380,0.015996883297053635,0.0
30,440,380,0.02831754834800489,0.0
30,450,380,0.030044364339219146,0.0
