n,d,p,loss_trend,CV_probability
250,30,140,0.0,1.0000000000000002
260,30,140,0.0,1.0000000000000002
270,30,140,0.0,1.0000000000000002
280,30,140,0.0,1.0000000000000002
290,30,140,"tensor(0.0001, dtype=torch.float64)",0.9600000000000003
300,30,140,"tensor(0.0003, dtype=torch.float64)",0.8400000000000002
310,30,140,"tensor(0.0005, dtype=torch.float64)",0.7600000000000001
320,30,140,"tensor(0.0019, dtype=torch.float64)",0.4799999999999999
330,30,140,"tensor(0.0027, dtype=torch.float64)",0.36
340,30,140,"tensor(0.0047, dtype=torch.float64)",0.12
350,30,140,"tensor(0.0072, dtype=torch.float64)",0.04
360,30,140,"tensor(0.0111, dtype=torch.float64)",0.04
370,30,140,"tensor(0.0120, dtype=torch.float64)",0.04
380,30,140,"tensor(0.0177, dtype=torch.float64)",0.0
390,30,140,"tensor(0.0220, dtype=torch.float64)",0.0
400,30,140,"tensor(0.0306, dtype=torch.float64)",0.0
