d,n,p,loss_trend,CV_probability
30,350,350,0.0,1.0000000000000002
30,360,350,0.0005455033715663546,0.8000000000000002
30,370,350,0.002082454003217626,0.49999999999999994
30,380,350,0.0028819742643421166,0.3
30,390,350,0.0033194555844631895,0.15000000000000002
30,400,350,0.00878646741613872,0.0
30,410,350,0.0180522085009492,0.0
30,420,350,0.018777804392430344,0.0
30,430,350,0.02887559058625606,0.0
30,440,350,0.027197653970179553,0.0
30,450,350,0.02796536795798009,0.0
