n,d,p,loss_trend,CV_probability
100,20,25,0.0,1.0000000000000002
110,20,25,tensor(0.0010),0.9500000000000003
120,20,25,0.0,1.0000000000000002
130,20,25,tensor(0.0006),0.9500000000000003
140,20,25,0.0,1.0000000000000002
150,20,25,0.0,1.0000000000000002
160,20,25,0.0,1.0000000000000002
170,20,25,tensor(0.0011),0.9500000000000003
180,20,25,tensor(0.0189),0.5499999999999999
190,20,25,tensor(0.0416),0.2
200,20,25,tensor(0.0607),0.05
210,20,25,tensor(0.0842),0.0
220,20,25,tensor(0.1569),0.0
230,20,25,tensor(0.1323),0.0
240,20,25,tensor(0.1768),0.0
250,20,25,tensor(0.2270),0.0
260,20,25,tensor(0.1830),0.0
270,20,25,tensor(0.2746),0.0
280,20,25,tensor(0.2447),0.0
290,20,25,tensor(0.3398),0.0
300,20,25,tensor(0.2421),0.0
