n,d,p,loss_trend,CV_probability
250,30,210,0.0,1.0000000000000002
260,30,210,0.0,1.0000000000000002
270,30,210,0.0,1.0000000000000002
280,30,210,0.0,1.0000000000000002
290,30,210,0.0,1.0000000000000002
300,30,210,0.0,1.0000000000000002
310,30,210,0.0,1.0000000000000002
320,30,210,"tensor(0.0003, dtype=torch.float64)",0.9600000000000003
330,30,210,"tensor(0.0003, dtype=torch.float64)",0.8800000000000002
340,30,210,"tensor(0.0003, dtype=torch.float64)",0.8400000000000002
350,30,210,"tensor(0.0016, dtype=torch.float64)",0.4799999999999999
360,30,210,"tensor(0.0046, dtype=torch.float64)",0.2
370,30,210,"tensor(0.0049, dtype=torch.float64)",0.12
380,30,210,"tensor(0.0083, dtype=torch.float64)",0.04
390,30,210,"tensor(0.0099, dtype=torch.float64)",0.04
400,30,210,"tensor(0.0137, dtype=torch.float64)",0.0
