d,n,p,loss_trend,CV_probability
100,100,30,0.00028388159253540436,0.9500000000000003
100,200,30,0.0005379174484036241,0.9000000000000002
100,300,30,0.0,1.0000000000000002
100,400,30,0.000519019147615314,0.8500000000000002
100,500,30,0.0001310102511451969,0.9500000000000003
100,600,30,0.0,1.0000000000000002
100,700,30,0.0,1.0000000000000002
100,800,30,0.0,1.0000000000000002
100,900,30,2.8241843654283853e-05,0.9500000000000003
100,1000,30,4.208964206571994e-05,0.9500000000000003
100,1100,30,4.737216987638693e-05,0.9500000000000003
100,1200,30,2.0812735749252752e-05,0.9500000000000003
100,1300,30,0.00015256459381849372,0.65
100,1400,30,0.0009103935217669919,0.0
100,1500,30,0.0008931249337638873,0.0
100,1600,30,0.0047951842014331255,0.0
100,1700,30,0.006189533623475121,0.0
100,1800,30,0.012648421500185872,0.0
100,1900,30,0.01683337757152094,0.0
100,2000,30,0.02839091749730869,0.0
100,2100,30,0.03701770867091026,0.0
100,2200,30,0.04223278172901497,0.0
100,2300,30,0.05527979100753097,0.0
100,2400,30,0.06448753918719194,0.0
100,2500,30,0.07217911411245082,0.0
100,2600,30,0.08882192224346369,0.0
100,2700,30,0.09993012604542098,0.0
100,2800,30,0.11192890909675311,0.0
