d,n,p,loss_trend,CV_probability
10,10,30,0.0,1.0000000000000002
10,20,30,0.002201158216428031,0.9500000000000003
10,30,30,0.027996885413682757,0.44999999999999996
10,40,30,0.05584624700774235,0.05
10,50,30,0.12787467544356096,0.0
10,60,30,0.15689409382236127,0.0
10,70,30,0.2625388141984816,0.0
10,80,30,0.3092366363210186,0.0
10,90,30,0.36990642962457604,0.0
10,100,30,0.4330950453036569,0.0
