n,d,p,loss_trend,CV_probability
100,30,90,0.0,1.0000000000000002
110,30,90,0.0,1.0000000000000002
120,30,90,0.0,1.0000000000000002
130,30,90,0.0,1.0000000000000002
140,30,90,0.0,1.0000000000000002
150,30,90,0.0,1.0000000000000002
160,30,90,0.0,1.0000000000000002
170,30,90,0.0,1.0000000000000002
180,30,90,0.0,1.0000000000000002
190,30,90,0.0,1.0000000000000002
200,30,90,"tensor(0.0002, dtype=torch.float64)",0.9600000000000003
210,30,90,0.0,1.0000000000000002
220,30,90,0.0,1.0000000000000002
230,30,90,0.0,1.0000000000000002
240,30,90,"tensor(9.5979e-05, dtype=torch.float64)",0.9600000000000003
250,30,90,"tensor(0.0001, dtype=torch.float64)",0.9200000000000003
260,30,90,"tensor(0.0003, dtype=torch.float64)",0.8400000000000002
270,30,90,"tensor(0.0005, dtype=torch.float64)",0.8000000000000002
280,30,90,"tensor(0.0015, dtype=torch.float64)",0.6
290,30,90,"tensor(0.0025, dtype=torch.float64)",0.39999999999999997
300,30,90,"tensor(0.0047, dtype=torch.float64)",0.39999999999999997
